time,S0,S1,S2
0.0,0.9049804343629609,0.5993355419290446,0.16164957106567177
0.2,0.7097742039975714,0.7757024714731493,0.18845186916307655
0.4,0.5470635859908752,0.9167478811455856,0.2228689250264653
0.6000000000000001,0.4118892344346744,0.9779865976845324,0.262615246389416
0.8,0.31357969070058056,0.9966042207280754,0.29749616798837203
1.0,0.23667900361235852,1.038983361083574,0.3541757940761067
1.2000000000000002,0.18005514586668078,1.0417531230591952,0.41027576352125583
1.4000000000000001,0.13999762798604642,1.0696743119635694,0.4327425219635584
1.6,0.10698197083413635,1.0611154125490991,0.4770909227074548
1.8,0.08361410466583048,1.0272924749412249,0.5297016334949385
2.0,0.06310671021850389,1.0513407403296666,0.5771046303818368
2.2,0.04790078606935755,1.0071980332448265,0.6051115709962035
2.4000000000000004,0.037672347223029375,0.9221158154372827,0.6425578659290699
2.6,0.029008152149377422,0.9362727569986241,0.7020626601845931
2.8000000000000003,0.02214346347466111,0.889886136002177,0.7185086206977128
3.0,0.016784539705231246,0.8537442144551799,0.791728060844224
3.2,0.013142571803089644,0.8001373902148278,0.8201509480107547
3.4000000000000004,0.009971077617117048,0.7847866479207753,0.8590671559803534
3.6,0.007861298014841778,0.780457120138272,0.8677216869571608
3.8000000000000003,0.005898737499467987,0.743577949667834,0.9296747516907253
4.0,0.004500086181358192,0.7061035592745797,0.9248614857400975
4.2,0.003402565506351759,0.6904757577506476,0.997840690116946
4.4,0.0026672543298516156,0.666312924131781,1.0114142821646517
4.6000000000000005,0.00202998470201189,0.6316014821693097,1.0613652411891272
4.800000000000001,0.0015760287055773443,0.6194118505144889,1.003192430453393
5.0,0.001232555345371809,0.5784577687306967,1.0683113802460547
5.2,0.0009350969418421816,0.5303359724890825,1.097870260687003
5.4,0.0007206380902080817,0.5425374389160287,1.1145938993674709
5.6000000000000005,0.0005408509944439782,0.503560046407655,1.1685301655030376
5.800000000000001,0.000423573657351982,0.4808110806904897,1.1838465329172083
6.0,0.0003245672416672885,0.4746155523966103,1.174919873762155
6.2,0.0002470433632779573,0.4442205707918327,1.172796188798295
6.4,0.000191838518349346,0.43029521739598925,1.2245831358747075
6.6000000000000005,0.0001459658663170657,0.3991949020345468,1.2351647935423977
6.800000000000001,0.00011170082259395639,0.3861004285795208,1.2578938884539905
7.0,8.701306864563495e-05,0.39059345076521057,1.283325304483261
7.2,6.674201997541911e-05,0.36231622488829124,1.2460247438117251
7.4,5.09513509800991e-05,0.34698535287447635,1.3694315089000049
7.6000000000000005,3.89631428928912e-05,0.33413228495607916,1.3295457822839587
7.800000000000001,2.9317554631185238e-05,0.3257292634000932,1.3588693890576027
8.0,2.335003655919444e-05,0.30027911158143944,1.3913624875558834
8.200000000000001,1.7240064969264148e-05,0.2953095451042114,1.427713962162042
8.4,1.3279749711794972e-05,0.27735233153538363,1.3855024408231298
8.6,1.0301928764095225e-05,0.25999111014306947,1.3908843932513324
8.8,7.83149057525119e-06,0.2589655586994274,1.3739322012029915
9.0,6.325242380009196e-06,0.24300508783550298,1.3983904401098097
9.200000000000001,4.818638196535866e-06,0.23027430096901938,1.4254909675630594
9.4,3.731702774547124e-06,0.21873701817427446,1.4358345045780117
9.600000000000001,2.810423661296728e-06,0.21977013001428208,1.4046232550280837
9.8,2.0851614319152355e-06,0.21056669610523332,1.453585817286739
10.0,1.6451037855635274e-06,0.20110632923479968,1.4379565005212094
